6767341,2021-07-01 11:18:58,马蜂窝上提前报了车去船回的三峡大坝一日游，175元全程无购物导游也非常认真负责。去这种景点参加这种一日游的团既方便又省钱，只要花175元剩下的事就是跟着导游走听导游讲就行了。旅行团所属的公司都是当地国企集团的子公司，所以品质是绝对有保障的。
6767341,2021-06-27 14:15:41,第一次来，让我对国之利器三峡工程有了一个初步的认识，以前只是知其然而不知其所以然。现在当亲身站在幅员辽阔，山河秀丽的大美江山前，恨不得安利给全世界的朋友：这就是秀美中国。这是取之于民而用之于民的中国制度的最好体现。全程安排不算紧凑。上午认识三峡大坝工程下午游葛洲坝和三峡。喝杯茶 歇歇脚 偷得浮生半日闲……值得来体验一下。
6767341,2021-06-26 14:58:01,这次旅程超出预期，我们选择的是车去船回，早上大巴车准时接到我们，然后一路上由小高导游帮忙耐心讲解和安排，给她点赞！让我们这次带着孩子和老人游玩感到舒心踏实，虽然天气炎热，但看到了三峡大坝，坐船体验到了葛洲坝的水落船低，对我国的水利工程叹为观止！
6767341,2021-05-23 14:42:17,挺好的行程安排。选择的车去船回，动静结合。带着小孩一起跟团一日游是个很不错的选择。导游小姐姐对时间的把握很有经验，每个地方停留时间不多不少，刚刚好。三峡大坝不愧为国之重器。从各个角度观赏更能体会出来他的壮观。再加上导游一路认真细致的讲解，让我们更了解了他。中午安排一顿饭，口味也还行，本来就没报太大希望所以也没有失望。下午安排的游轮，很休闲。三楼甲板是个很好的位置，不过人比较多，建议早点上去占个位置，这里是看开闸最好的地方。小孩子非常喜欢。整个行程比我想象的更加满意一些，很值！
6767341,2021-05-15 14:43:13,一日游体验很好，已经不是第一次参加了。每次的感受也是不一样的。山清水秀的地方值得多来玩。葛洲坝船闸依然非常震撼，三峡大坝依然威武壮观。导游小高很热情细心，在三峡大坝的讲解依然也是很详细周到，中午安排一顿饭，现在安排的盒饭，口味一般，能吃饱，本来也是来玩的，能吃饱就行了。下午坐船慢慢欣赏两岸风景，很是惬意。准备这两天去趟神农架玩一下。就算也为湖北旅游做点小小贡献了。
6767341,2021-07-15 09:26:42,总体感觉不错
6767341,2021-07-14 22:28:35,导游很负责，她很有经验，非常满意。就是我晒成狗，回来直接双色人。
6767341,2021-07-12 19:22:45,导游姐姐很热情随和！点赞！
6767341,2021-07-12 17:12:42,沿途自驾旅行，非常满意的一次导服，也是唯一一次跟团，午饭吃的也不错，有机会再来宜昌，会继续下单
6767341,2021-07-12 16:11:33,刘娜娜导游服务不错，挺热情的。
6767341,2021-07-01 11:18:58,马蜂窝上提前报了车去船回的三峡大坝一日游，175元全程无购物导游也非常认真负责。去这种景点参加这种一日游的团既方便又省钱，只要花175元剩下的事就是跟着导游走听导游讲就行了。旅行团所属的公司都是当地国企集团的子公司，所以品质是绝对有保障的。
6767341,2021-06-27 14:15:41,第一次来，让我对国之利器三峡工程有了一个初步的认识，以前只是知其然而不知其所以然。现在当亲身站在幅员辽阔，山河秀丽的大美江山前，恨不得安利给全世界的朋友：这就是秀美中国。这是取之于民而用之于民的中国制度的最好体现。全程安排不算紧凑。上午认识三峡大坝工程下午游葛洲坝和三峡。喝杯茶 歇歇脚 偷得浮生半日闲……值得来体验一下。
6767341,2021-06-26 14:58:01,这次旅程超出预期，我们选择的是车去船回，早上大巴车准时接到我们，然后一路上由小高导游帮忙耐心讲解和安排，给她点赞！让我们这次带着孩子和老人游玩感到舒心踏实，虽然天气炎热，但看到了三峡大坝，坐船体验到了葛洲坝的水落船低，对我国的水利工程叹为观止！
6767341,2021-05-23 14:42:17,挺好的行程安排。选择的车去船回，动静结合。带着小孩一起跟团一日游是个很不错的选择。导游小姐姐对时间的把握很有经验，每个地方停留时间不多不少，刚刚好。三峡大坝不愧为国之重器。从各个角度观赏更能体会出来他的壮观。再加上导游一路认真细致的讲解，让我们更了解了他。中午安排一顿饭，口味也还行，本来就没报太大希望所以也没有失望。下午安排的游轮，很休闲。三楼甲板是个很好的位置，不过人比较多，建议早点上去占个位置，这里是看开闸最好的地方。小孩子非常喜欢。整个行程比我想象的更加满意一些，很值！
6767341,2021-05-15 14:43:13,一日游体验很好，已经不是第一次参加了。每次的感受也是不一样的。山清水秀的地方值得多来玩。葛洲坝船闸依然非常震撼，三峡大坝依然威武壮观。导游小高很热情细心，在三峡大坝的讲解依然也是很详细周到，中午安排一顿饭，现在安排的盒饭，口味一般，能吃饱，本来也是来玩的，能吃饱就行了。下午坐船慢慢欣赏两岸风景，很是惬意。准备这两天去趟神农架玩一下。就算也为湖北旅游做点小小贡献了。
6767341,2021-07-15 09:26:42,总体感觉不错
6767341,2021-07-14 22:28:35,导游很负责，她很有经验，非常满意。就是我晒成狗，回来直接双色人。
6767341,2021-07-12 19:22:45,导游姐姐很热情随和！点赞！
6767341,2021-07-12 17:12:42,沿途自驾旅行，非常满意的一次导服，也是唯一一次跟团，午饭吃的也不错，有机会再来宜昌，会继续下单
6767341,2021-07-12 16:11:33,刘娜娜导游服务不错，挺热情的。
6767341,2021-07-01 11:18:58,马蜂窝上提前报了车去船回的三峡大坝一日游，175元全程无购物导游也非常认真负责。去这种景点参加这种一日游的团既方便又省钱，只要花175元剩下的事就是跟着导游走听导游讲就行了。旅行团所属的公司都是当地国企集团的子公司，所以品质是绝对有保障的。
6767341,2021-06-27 14:15:41,第一次来，让我对国之利器三峡工程有了一个初步的认识，以前只是知其然而不知其所以然。现在当亲身站在幅员辽阔，山河秀丽的大美江山前，恨不得安利给全世界的朋友：这就是秀美中国。这是取之于民而用之于民的中国制度的最好体现。全程安排不算紧凑。上午认识三峡大坝工程下午游葛洲坝和三峡。喝杯茶 歇歇脚 偷得浮生半日闲……值得来体验一下。
6767341,2021-06-26 14:58:01,这次旅程超出预期，我们选择的是车去船回，早上大巴车准时接到我们，然后一路上由小高导游帮忙耐心讲解和安排，给她点赞！让我们这次带着孩子和老人游玩感到舒心踏实，虽然天气炎热，但看到了三峡大坝，坐船体验到了葛洲坝的水落船低，对我国的水利工程叹为观止！
